"","db","query","superkingdom"
"1076","ncbi","Bacillus aestuarii","Bacteria"
"1077","ncbi","Bacillus alcaliinulinus","Bacteria"
"1078","ncbi","Bacillus alkalicola","Bacteria"
"1079","ncbi","Bacillus alkalogaya","Bacteria"
"1080","ncbi","Bacillus amiliensis","Bacteria"
"1081","ncbi","Bacillus aminovorans","Bacteria"
"1082","ncbi","Bacillus andreraoultii","Bacteria"
"1083","ncbi","Bacillus arbutinivorans","Bacteria"
"1084","ncbi","Bacillus baekryungensis","Bacteria"
"1085","ncbi","Bacillus bingmayongensis","Bacteria"
"1086","ncbi","Bacillus bombysepticus","Bacteria"
"1087","ncbi","Bacillus borbori","Bacteria"
"1088","ncbi","Bacillus caccae","Bacteria"
"1089","ncbi","Bacillus caldolyticus","Bacteria"
"1090","ncbi","Bacillus caldotenax","Bacteria"
"1091","ncbi","Bacillus caldovelox","Bacteria"
"1092","ncbi","Bacillus cellulasensis","Bacteria"
"1093","ncbi","Bacillus chandigarhensis","Bacteria"
"1094","ncbi","Bacillus cheonanensis","Bacteria"
"1095","ncbi","Bacillus cihuensis","Bacteria"
"1096","ncbi","Bacillus coreaensis","Bacteria"
"1097","ncbi","Bacillus dakarensis","Bacteria"
"1098","ncbi","Bacillus daqingensis","Bacteria"
"1099","ncbi","Bacillus dielmoensis","Bacteria"
"1100","ncbi","Bacillus djibelorensis","Bacteria"
"1101","ncbi","Bacillus ferrariarum","Bacteria"
"1102","ncbi","Bacillus freudenreichii","Bacteria"
"1103","ncbi","Bacillus fucosivorans","Bacteria"
"1104","ncbi","Bacillus ginsenggisoli","Bacteria"
"1105","ncbi","Bacillus granadensis","Bacteria"
"1106","ncbi","Bacillus haikouensis","Bacteria"
"1107","ncbi","Bacillus intestinalis","Bacteria"
"1108","ncbi","Bacillus longiquaesitum","Bacteria"
"1109","ncbi","Bacillus longisporus","Bacteria"
"1110","ncbi","Bacillus mangrovensis","Bacteria"
"1111","ncbi","Bacillus marasmi","Bacteria"
"1112","ncbi","Bacillus massiliglaciei","Bacteria"
"1113","ncbi","Bacillus massilioanorexius","Bacteria"
"1114","ncbi","Bacillus massiliogabonensis","Bacteria"
"1115","ncbi","Bacillus massiliogorillae","Bacteria"
"1116","ncbi","Bacillus meqaterium","Bacteria"
"1117","ncbi","Bacillus niameyensis","Bacteria"
"1118","ncbi","Bacillus nitritophilus","Bacteria"
"1119","ncbi","Bacillus obstructivus","Bacteria"
"1120","ncbi","Bacillus olivae","Bacteria"
"1121","ncbi","Bacillus oryzae","Bacteria"
"1122","ncbi","Bacillus phage",NA
"1123","ncbi","Bacillus phocaeensis","Bacteria"
"1124","ncbi","Bacillus pichinotyi","Bacteria"
"1125","ncbi","Bacillus polyfermenticus","Bacteria"
"1126","ncbi","Bacillus pseudoflexus","Bacteria"
"1127","ncbi","Bacillus pseudomegaterium","Bacteria"
"1128","ncbi","Bacillus racemilacticus","Bacteria"
"1129","ncbi","Bacillus rubiinfantis","Bacteria"
"1130","ncbi","Bacillus salmalaya","Bacteria"
"1131","ncbi","Bacillus samanii","Bacteria"
"1132","ncbi","Bacillus senegalensis","Bacteria"
"1133","ncbi","Bacillus shandongensis","Bacteria"
"1134","ncbi","Bacillus sinesaloumensis","Bacteria"
"1135","ncbi","Bacillus solfatarensis","Bacteria"
"1136","ncbi","Bacillus sp.10","Bacteria"
"1137","ncbi","Bacillus sp.7RP2-26","Bacteria"
"1138","ncbi","Bacillus sp.H-46","Bacteria"
"1139","ncbi","Bacillus sp.LW-10","Bacteria"
"1140","ncbi","Bacillus sp.LW-14","Bacteria"
"1141","ncbi","Bacillus testis","Bacteria"
"1142","ncbi","Bacillus thaonhiensis","Bacteria"
"1143","ncbi","Bacillus thermoalkalophilus","Bacteria"
"1144","ncbi","Bacillus thermoterrestris","Bacteria"
"1145","ncbi","Bacillus thermozeamaize","Bacteria"
"1146","ncbi","Bacillus tipchiralis","Bacteria"
"1147","ncbi","Bacillus tuaregi","Bacteria"
"1148","ncbi","Bacillus virus",NA
"1149","ncbi","Bacillus viscosus","Bacteria"
"1150","ncbi","Bacillus vitellinus","Bacteria"
"1151","ncbi","Bacillus weihaiensis","Bacteria"
"1152","ncbi","Bacillus xerothermodurans","Bacteria"
"1153","ncbi","bacterial str.",NA
"1154","ncbi","Bacterium BAB-2722","Bacteria"
"1155","ncbi","Bacterium BAB-2735","Bacteria"
"1156","ncbi","Bacterium BAB-3008","Bacteria"
"1157","ncbi","Bacterium BAB-3015","Bacteria"
"1158","ncbi","Bacterium PB13","Bacteria"
"1159","ncbi","Bacterium PB14","Bacteria"
"1160","ncbi","Bacterium PB21","Bacteria"
"1161","ncbi","Bacterium PB34","Bacteria"
"1162","ncbi","Bacterium SA1","Bacteria"
"1163","ncbi","Bacteroidales oral",NA
"1164","ncbi","Bacteroidales str.",NA
"1165","ncbi","Bacteroides denticanum","Bacteria"
"1166","ncbi","Bacteroides ihuae","Bacteria"
"1167","ncbi","Bacteroides mediterraneensis","Bacteria"
"1168","ncbi","Bacteroides neonati","Bacteria"
"1169","ncbi","Bacteroides sp.4SWWS3-28","Bacteria"
"1170","ncbi","Bacteroides timonensis","Bacteria"
"1171","ncbi","Bacteroidetes oral",NA
"1172","ncbi","Bariatricus massiliensis","Bacteria"
"1173","ncbi","Bartonella massiliensis","Bacteria"
"1174","ncbi","Bartonella melophagi","Bacteria"
"1175","ncbi","Bartonella silvicola","Bacteria"
"1176","ncbi","Bartonella volans","Bacteria"
"1177","ncbi","Bartonella washoensis","Bacteria"
"1178","ncbi","Bartonella weissi","Bacteria"
"1179","ncbi","Beduinibacterium massiliense","Bacteria"
"1180","ncbi","Beduini massiliensis","Bacteria"
"1181","ncbi","Beggiatoa leptomitiformis","Bacteria"
"1182","ncbi","benzene mineralizing",NA
"1183","ncbi","Bergeyella cardium","Bacteria"
"1184","ncbi","beta proteobacterium","Bacteria"
"1185","ncbi","Beta vulgaris","Eukaryota"
"1186","ncbi","BEV proteobacterium","Bacteria"
"1187","ncbi","Bifidobacterium avesanii","Bacteria"
"1188","ncbi","Bifidobacterium simiae","Bacteria"
"1189","ncbi","Bifissio spartinae","Bacteria"
"1190","ncbi","Biserrula isolate","Bacteria"
"1191","ncbi","Bisgaard Taxon",NA
"1192","ncbi","Bisgaard taxon",NA
"1193","ncbi","Bithynia siamensis","Eukaryota"
"1194","ncbi","Bizionia palithoae","Bacteria"
"1195","ncbi","Blaberus atropos","Eukaryota"
"1196","ncbi","Blaberus craniifer","Eukaryota"
"1197","ncbi","Blattella germanica","Eukaryota"
"1198","ncbi","Blautia marasmi","Bacteria"
"1199","ncbi","Blautia massiliensis","Bacteria"
"1200","ncbi","Blautia provencensis","Bacteria"
"1201","ncbi","Blennothrix ganeshii","Bacteria"
"1202","ncbi","Blennothrix glutinosa","Bacteria"
"1203","ncbi","Blennothrix majus","Bacteria"
"1204","ncbi","Bombus terrestris","Eukaryota"
"1205","ncbi","Bordetella holmseii",NA
"1206","ncbi","Borrelia microti","Bacteria"
"1207","ncbi","Borreliella afzelii","Bacteria"
"1208","ncbi","Borreliella americana","Bacteria"
"1209","ncbi","Borreliella andersonii","Bacteria"
"1210","ncbi","Borreliella bissettii","Bacteria"
"1211","ncbi","Borreliella chilensis","Bacteria"
"1212","ncbi","Borreliella finlandensis","Bacteria"
"1213","ncbi","Borreliella lusitaniae","Bacteria"
"1214","ncbi","Borreliella tanukii","Bacteria"
"1215","ncbi","Borreliella turdi","Bacteria"
"1216","ncbi","Borreliella valaisiana","Bacteria"
"1217","ncbi","Bouteloua dactyloides","Eukaryota"
"1218","ncbi","Boyliae praeputiale","Bacteria"
"1219","ncbi","Brachybacterium arcticum","Bacteria"
"1220","ncbi","Brachybacterium massiliense","Bacteria"
"1221","ncbi","Brachymonas petroleovorans","Bacteria"
"1222","ncbi","Brachyspira canis","Bacteria"
"1223","ncbi","Brachyspira ibaraki","Bacteria"
"1224","ncbi","Brachyspira muridarum","Bacteria"
"1225","ncbi","Brachyspira muris","Bacteria"
"1226","ncbi","Brachyspira pulli","Bacteria"
"1227","ncbi","Brachyspira rattus","Bacteria"
"1228","ncbi","Bradyrhizobium centrosemae","Bacteria"
"1229","ncbi","Bradyrhizobium genosp.","Bacteria"
"1230","ncbi","Bradyrhizobium sp.YB2","Bacteria"
"1231","ncbi","Bradyrhizobium valentinum","Bacteria"
"1232","ncbi","Bragasellus molinai","Eukaryota"
"1233","ncbi","Bragasellus peltatus","Eukaryota"
"1234","ncbi","Branchiostoma floridae","Eukaryota"
"1235","ncbi","Brasilonema angustatum","Bacteria"
"1236","ncbi","Brasilonema octagenarum","Bacteria"
"1237","ncbi","Brasilonema roberti-lamyi","Bacteria"
"1238","ncbi","Brasilonema sennae","Bacteria"
"1239","ncbi","Brasilonema terrestre","Bacteria"
"1240","ncbi","Brasilonema tolantongensis","Bacteria"
"1241","ncbi","Brassica napus","Eukaryota"
"1242","ncbi","Brassica oleracea","Eukaryota"
"1243","ncbi","Brassica rapa","Eukaryota"
"1244","ncbi","Brenneria lupinicola","Bacteria"
"1245","ncbi","Brevibacterium","Bacteria"
"1246","ncbi","Brevibacterium ADMK44","Bacteria"
"1247","ncbi","Brevibacterium antarcticum","Bacteria"
"1248","ncbi","Brevibacterium aureum","Bacteria"
"1249","ncbi","Brevibacterium equis","Bacteria"
"1250","ncbi","Brevibacterium flavum","Bacteria"
"1251","ncbi","Brevibacterium H-BE7","Bacteria"
"1252","ncbi","Brooklawnia massiliensis","Bacteria"
"1253","ncbi","Brugia timori","Eukaryota"
"1254","ncbi","Burkholderia","Bacteria"
"1255","ncbi","Burkholderia australis","Bacteria"
"1256","ncbi","Burkholderia novacaledonica","Bacteria"
"1257","ncbi","Burkholderia paludis","Bacteria"
"1258","ncbi","Burkholderia rinojensis","Bacteria"
"1259","ncbi","Burkholderia ultramafica","Bacteria"
"1260","ncbi","Butyribacterium methylotrophicum","Bacteria"
"1261","ncbi","Butyrivibrio cf.",NA
"1262","ncbi","Bythopirellula goksoyri","Bacteria"
"1263","ncbi","Caecibacter massiliensis","Bacteria"
"1264","ncbi","Caenorhabditis brenneri","Eukaryota"
"1265","ncbi","Caenorhabditis elegans","Eukaryota"
"1266","ncbi","Caenorhabditis remanei","Eukaryota"
"1267","ncbi","Calanus glacialis","Eukaryota"
"1268","ncbi","Caldanaerobacter proteolyticus","Bacteria"
"1269","ncbi","Caldanaerocella colombiensis","Bacteria"
"1270","ncbi","Caldicoprobacter","Bacteria"
"1271","ncbi","Caldococcus noboribetus","Archaea"
"1272","ncbi","Caldora penicillata","Bacteria"
"1273","ncbi","Calenema singularis","Bacteria"
"1274","ncbi","Calligrapha confluens","Eukaryota"
"1275","ncbi","Caloramator uzoniensis","Bacteria"
"1276","ncbi","Calothrix anomala","Bacteria"
"1277","ncbi","Calothrix brevissima","Bacteria"
"1278","ncbi","Calothrix contarenii","Bacteria"
"1279","ncbi","Calothrix desertica","Bacteria"
"1280","ncbi","Calothrix dolichomeres","Bacteria"
"1281","ncbi","Calothrix linearis","Bacteria"
"1282","ncbi","Calothrix membranacea","Bacteria"
"1283","ncbi","Calothrix parietina","Bacteria"
"1284","ncbi","Calothrix scopulorum","Bacteria"
"1285","ncbi","Camelus dromedarius","Eukaryota"
"1286","ncbi","Campylobacter cf.",NA
"1287","ncbi","Campylobacter faecalis","Bacteria"
"1288","ncbi","Capnocytophaga genosp.",NA
"1289","ncbi","Capra hircus","Eukaryota"
"1290","ncbi","Capsicum annuum","Eukaryota"
"1291","ncbi","Carboxydocella ferrireducens","Bacteria"
"1292","ncbi","Carnococcus allantoicus","Bacteria"
"1293","ncbi","Casaltella massiliensis","Bacteria"
"1294","ncbi","Castanea mollissima","Eukaryota"
"1295","ncbi","Catellatospora aurea","Bacteria"
"1296","ncbi","Catellatospora yuxiensis","Bacteria"
"1297","ncbi","Catellibacterium terrae","Bacteria"
"1298","ncbi","Catenulispora cavernae","Bacteria"
"1299","ncbi","Cathayosporangium alboflavum","Bacteria"
"1300","ncbi","C. burnetii",NA
"1301","ncbi","CDC Group",NA
"1302","ncbi","Cellulomonadaceae str.",NA
"1303","ncbi","Cellulomonas parahominis","Bacteria"
"1304","ncbi","Cellulomonas septica","Bacteria"
"1305","ncbi","Cenchrus americanus","Eukaryota"
"1306","ncbi","Cephalothrix komarekiana","Bacteria"
"1307","ncbi","Cephalothrix lacustris","Bacteria"
"1308","ncbi","Cephus cinctus","Eukaryota"
"1309","ncbi","Ceratina chalybea","Eukaryota"
"1310","ncbi","Chaetosphaeridium globosum","Eukaryota"
"1311","ncbi","Chakia ciliosa","Bacteria"
"1312","ncbi","Chalicogloea cavernicola","Bacteria"
"1313","ncbi","Chamaesiphon investiens","Bacteria"
"1314","ncbi","Chamaesiphon minutus","Bacteria"
"1315","ncbi","Chamaesiphon polonicus","Bacteria"
"1316","ncbi","Chamaesiphon subglobosus","Bacteria"
"1317","ncbi","chimeric sequence",NA
"1318","ncbi","Chironomus riparius","Eukaryota"
"1319","ncbi","Chitinophaga cf.",NA
"1320","ncbi","Chlamydia caviae","Bacteria"
"1321","ncbi","Chlamydia cf.",NA
"1322","ncbi","Chlamydia ibidis","Bacteria"
"1323","ncbi","Chlamydomonas debaryana","Eukaryota"
"1324","ncbi","Chlorobium gokarna","Bacteria"
"1325","ncbi","Chlorocebus sabaeus","Eukaryota"
"1326","ncbi","Chlorogloea microcystoides","Bacteria"
"1327","ncbi","Chlorogloea purpurea","Bacteria"
"1328","ncbi","Christensenella massiliensis","Bacteria"
"1329","ncbi","Christensenella timonensis","Bacteria"
"1330","ncbi","Chromera velia","Eukaryota"
"1331","ncbi","Chromobacterium lividum","Bacteria"
"1332","ncbi","Chromohalobacter thailandensis","Bacteria"
"1333","ncbi","Chroococcales cyanobacterium",NA
"1334","ncbi","Chroococcidiopsis cubana","Bacteria"
"1335","ncbi","Chroococcidiopsis polansiana","Bacteria"
"1336","ncbi","Chroococcus cf.",NA
"1337","ncbi","Chroococcus minutus","Bacteria"
"1338","ncbi","Chroococcus turgidus","Bacteria"
"1339","ncbi","Chryseobacterium","Bacteria"
"1340","ncbi","Chryseobacterium chengduensis","Bacteria"
"1341","ncbi","Chryseobacterium daejeonense","Bacteria"
"1342","ncbi","Chryseobacterium isbiliense","Bacteria"
"1343","ncbi","Chryseobacterium kwangyangense","Bacteria"
"1344","ncbi","Chryseobacterium letacus","Bacteria"
"1345","ncbi","Chryseobacterium moechotypicola","Bacteria"
"1346","ncbi","Chryseobacterium panacis","Bacteria"
"1347","ncbi","Chryseobacterium stagni","Bacteria"
"1348","ncbi","Chrysosporum ovalisporum","Bacteria"
"1349","ncbi","Cimanggu media",NA
"1350","ncbi","Cimex lectularius","Eukaryota"
"1351","ncbi","Ciona intestinalis","Eukaryota"
"1352","ncbi","Citrimicrobium luteum","Bacteria"
"1353","ncbi","Citrobacter bitternis","Bacteria"
"1354","ncbi","Citrus maxima","Eukaryota"
"1355","ncbi","Cladosiphon okamuranus","Eukaryota"
"1356","ncbi","Clavibacter cf.",NA
"1357","ncbi","Clavigralla tomentosicollis","Eukaryota"
"1358","ncbi","Cloning vector",NA
"1359","ncbi","Clonorchis sinensis","Eukaryota"
"1360","ncbi","Clonothrix fusca","Bacteria"
"1361","ncbi","Clostridiales","Bacteria"
"1362","ncbi","Clostridioides aff.",NA
"1363","ncbi","Clostridium","Bacteria"
"1364","ncbi","Clostridium aff.",NA
"1365","ncbi","Clostridium alcalibutyricum","Bacteria"
"1366","ncbi","Clostridium alcaliphilum","Bacteria"
"1367","ncbi","Clostridium aminobutyricum","Bacteria"
"1368","ncbi","Clostridium aminovorans","Bacteria"
"1369","ncbi","Clostridium autoethanogenum","Bacteria"
"1370","ncbi","Clostridium bogorii","Bacteria"
"1371","ncbi","Clostridium boliviensis","Bacteria"
"1372","ncbi","Clostridium bovipellis","Bacteria"
"1373","ncbi","Clostridium corinoforum","Bacteria"
"1374","ncbi","Clostridium coskatii","Bacteria"
"1375","ncbi","Clostridium crotonatovorans","Bacteria"
"1376","ncbi","Clostridium culturomicum","Bacteria"
"1377","ncbi","Clostridium dakarense","Bacteria"
"1378","ncbi","Clostridium elmenteitii","Bacteria"
"1379","ncbi","Clostridium favososporum","Bacteria"
"1380","ncbi","Clostridium frigoriphilum","Bacteria"
"1381","ncbi","Clostridium fusiformis","Bacteria"
"1382","ncbi","Clostridium hveragerdense","Bacteria"
"1383","ncbi","Clostridium hydrogeniproducens","Bacteria"
"1384","ncbi","Clostridium ihumii","Bacteria"
"1385","ncbi","Clostridium islandicum","Bacteria"
"1386","ncbi","Clostridium kogasensis","Bacteria"
"1387","ncbi","Clostridium longisporum","Bacteria"
"1388","ncbi","Clostridium massiliodielmoense","Bacteria"
"1389","ncbi","Clostridium merdae","Bacteria"
"1390","ncbi","Clostridium neonatale","Bacteria"
"1391","ncbi","Clostridium polynesiense","Bacteria"
"1392","ncbi","Clostridium proteolyticus","Bacteria"
"1393","ncbi","Clostridium ragsdalei","Bacteria"
"1394","ncbi","Clostridium sordelli","Bacteria"
"1395","ncbi","Clostridium taeniosporum","Bacteria"
"1396","ncbi","Clostridium thermoamylolyticum","Bacteria"
"1397","ncbi","Clostridium thermophilus","Bacteria"
"1398","ncbi","Clostridium uzonii","Bacteria"
"1399","ncbi","Coccinimonas marina","Bacteria"
"1400","ncbi","Coccinistipes vermicola","Bacteria"
"1401","ncbi","Coelomoron pusillum","Bacteria"
"1402","ncbi","Cohnella capsici","Bacteria"
"1403","ncbi","Cohnella kolymensis","Bacteria"
"1404","ncbi","Colibacter massiliensis","Bacteria"
"1405","ncbi","Colidextribacter massiliensis","Bacteria"
"1406","ncbi","Collinsella bouchesdurhonensis","Bacteria"
"1407","ncbi","Collinsella ihuae","Bacteria"
"1408","ncbi","Collinsella phocaeensis","Bacteria"
"1409","ncbi","Comamonas","Bacteria"
"1410","ncbi","Comamonas margaretae","Bacteria"
"1411","ncbi","Congobacterium massiliense","Bacteria"
"1412","ncbi","Coptotermes gestroi","Eukaryota"
"1413","ncbi","Coralibacter albidoflavus","Bacteria"
"1414","ncbi","Corchorus olitorius","Eukaryota"
"1415","ncbi","Coregonus clupeaformis","Eukaryota"
"1416","ncbi","Coregonus lavaretus","Eukaryota"
"1417","ncbi","Corynebacteriaceae (Coryneform",NA
"1418","ncbi","Corynebacterineae str.",NA
"1419","ncbi","Corynebacterium acetoacidophilum","Bacteria"
"1420","ncbi","Corynebacterium alkanolyticum","Bacteria"
"1421","ncbi","Corynebacterium bouchesdurhonense","Bacteria"
"1422","ncbi","Corynebacterium cf.",NA
"1423","ncbi","Corynebacterium crenatum","Bacteria"
"1424","ncbi","Corynebacterium cyclohexanicum","Bacteria"
"1425","ncbi","Corynebacterium fastidiosum","Bacteria"
"1426","ncbi","Corynebacterium fournierii","Bacteria"
"1427","ncbi","Corynebacterium genitalium","Bacteria"
"1428","ncbi","Corynebacterium H-EH3","Bacteria"
"1429","ncbi","Corynebacterium ihumii","Bacteria"
"1430","ncbi","Corynebacterium phoceense","Bacteria"
"1431","ncbi","Corynebacterium provencense","Bacteria"
"1432","ncbi","Corynebacterium pseudogenitalium","Bacteria"
"1433","ncbi","Corynebacterium segmentosum","Bacteria"
"1434","ncbi","Corynebacterium urinapleomorphum","Bacteria"
"1435","ncbi","Coturnix japonica","Eukaryota"
"1436","ncbi","C. pneumoniae",NA
"1437","ncbi","Crinalium magnum","Bacteria"
"1438","ncbi","Crocebacterium ilecola","Bacteria"
"1439","ncbi","Croceimarina litoralis","Bacteria"
"1440","ncbi","Crocinobacterium jejui","Bacteria"
"1441","ncbi","Cryobacterium aff.",NA
"1442","ncbi","Cryocola antiquus","Bacteria"
"1443","ncbi","Cryptocercus wrighti","Eukaryota"
"1444","ncbi","Culturomica massiliensis","Bacteria"
"1445","ncbi","Curtobacterium","Bacteria"
"1446","ncbi","Curtobacterium b145","Bacteria"
"1447","ncbi","Curtobacterium b163","Bacteria"
"1448","ncbi","Curtobacterium b171","Bacteria"
"1449","ncbi","Curtobacterium fangii","Bacteria"
"1450","ncbi","Curtobacterium H-ED12","Bacteria"
"1451","ncbi","Curtobacterium MG-2011-127-EX","Bacteria"
"1452","ncbi","Curtobacterium MG-2011-128-FN","Bacteria"
"1453","ncbi","Curtobacterium MG-2011-13-CA","Bacteria"
"1454","ncbi","Curtobacterium MG-2011-144-FD","Bacteria"
"1455","ncbi","Curtobacterium MG-2011-145-ES","Bacteria"
"1456","ncbi","Curtobacterium MG-2011-24-BE","Bacteria"
"1457","ncbi","Curtobacterium MG-2011-27-AM","Bacteria"
"1458","ncbi","Curtobacterium MG-2011-28-BR","Bacteria"
"1459","ncbi","Curtobacterium MG-2011-31-BS","Bacteria"
"1460","ncbi","Curtobacterium MG-2011-34-BB","Bacteria"
"1461","ncbi","Curtobacterium MG-2011-35-CO","Bacteria"
"1462","ncbi","Curtobacterium MG-2011-52-BK","Bacteria"
"1463","ncbi","Curtobacterium MG-2011-58-EM","Bacteria"
"1464","ncbi","Curtobacterium MG-2011-5-AR","Bacteria"
"1465","ncbi","Curtobacterium MG-2011-63-DB","Bacteria"
"1466","ncbi","Curtobacterium MG-2011-82-GU","Bacteria"
"1467","ncbi","Curtobacterium MG-2011-84-GV","Bacteria"
"1468","ncbi","Curtobacterium MG-2011-88-HC","Bacteria"
"1469","ncbi","Curtobacterium MG-2011-8-BQ","Bacteria"
"1470","ncbi","Cyanoarbor violascens","Bacteria"
"1471","ncbi","cyanobacterium 5X15","Bacteria"
"1472","ncbi","Cyanobacterium aponinum","Bacteria"
"1473","ncbi","cyanobacterium BACL30",NA
"1474","ncbi","cyanobacterium BECID34","Bacteria"
"1475","ncbi","cyanobacterium csf1","Bacteria"
"1476","ncbi","cyanobacterium DC-1","Bacteria"
"1477","ncbi","cyanobacterium DC-19","Bacteria"
"1478","ncbi","cyanobacterium EBD07","Bacteria"
"1479","ncbi","cyanobacterium EBD11","Bacteria"
"1480","ncbi","cyanobacterium EBD14","Bacteria"
"1481","ncbi","cyanobacterium EH-1","Bacteria"
"1482","ncbi","cyanobacterium GI-1","Bacteria"
"1483","ncbi","cyanobacterium IHB-283","Bacteria"
"1484","ncbi","cyanobacterium IHB-410","Bacteria"
"1485","ncbi","cyanobacterium NIES-2124","Bacteria"
"1486","ncbi","cyanobacterium OU_20","Bacteria"
"1487","ncbi","cyanobacterium PCC",NA
"1488","ncbi","cyanobacterium PL","Bacteria"
"1489","ncbi","cyanobacterium SC-1","Bacteria"
"1490","ncbi","cyanobacterium UTEX",NA
"1491","ncbi","cyanobacterium WSH-1","Bacteria"
"1492","ncbi","cyanobiont of",NA
"1493","ncbi","Cyanomargarita calcarea","Bacteria"
"1494","ncbi","Cyanomargarita melechinii","Bacteria"
"1495","ncbi","Cyanospira capsulata","Bacteria"
"1496","ncbi","Cyclobacteriaceae bacerium",NA
"1497","ncbi","Cycloclasticus oligotrophus","Bacteria"
"1498","ncbi","Cycloclasticus zancles","Bacteria"
"1499","ncbi","Cylindrospermopsis africana","Bacteria"
"1500","ncbi","Cylindrospermopsis catemaco","Bacteria"
"1501","ncbi","Cylindrospermopsis curvispora","Bacteria"
"1502","ncbi","Cylindrospermopsis helicoidea","Bacteria"
"1503","ncbi","Cylindrospermopsis philippinensis","Bacteria"
"1504","ncbi","Cylindrospermopsis taverae","Bacteria"
"1505","ncbi","Cylindrospermum alatosporum","Bacteria"
"1506","ncbi","Cylindrospermum catenatum","Bacteria"
"1507","ncbi","Cylindrospermum licheniforme","Bacteria"
"1508","ncbi","Cylindrospermum muscicola","Bacteria"
"1509","ncbi","Cylindrospermum siamensis","Bacteria"
"1510","ncbi","Cylindrospermum skujae","Bacteria"
"1511","ncbi","Cylindrospermum stagnale","Bacteria"
"1512","ncbi","Cylindrotheca closterium","Eukaryota"
"1513","ncbi","Cymbella subturgidula","Eukaryota"
"1514","ncbi","Cytophagales str.",NA
"1515","ncbi","Dactylococcopsis salina","Bacteria"
"1516","ncbi","Dactylopius coccus","Eukaryota"
"1517","ncbi","Dakarella massiliensis","Bacteria"
"1518","ncbi","Danio rerio","Eukaryota"
"1519","ncbi","Daphnia magna","Eukaryota"
"1520","ncbi","Dapisostemonum apicaliramis",NA
"1521","ncbi","Dechloromarinus chlorophilus","Bacteria"
"1522","ncbi","Dechloromonas aromatica","Bacteria"
"1523","ncbi","Deferrisoma paleochoriense","Bacteria"
"1524","ncbi","Defluviitalea phaphyphila","Bacteria"
"1525","ncbi","Dehalobium chlorocoercia","Bacteria"
"1526","ncbi","Dehalococcoides related",NA
"1527","ncbi","Deinococcus aeria","Bacteria"
"1528","ncbi","Deinococcus xianganensis","Bacteria"
"1529","ncbi","Deladenus siricidicola","Eukaryota"
"1530","ncbi","Delftia cf.",NA
"1531","ncbi","delta proteobacterium","Bacteria"
"1532","ncbi","Dendrocerus carpenteri","Eukaryota"
"1533","ncbi","Denitratimonas tolerans","Bacteria"
"1534","ncbi","denitrifying Fe<II",NA
"1535","ncbi","Denitrobacter permanens","Bacteria"
"1536","ncbi","Denitromonas aromaticus","Bacteria"
"1537","ncbi","Denitromonas indolicum","Bacteria"
"1538","ncbi","Dermabacter","Bacteria"
"1539","ncbi","Dermatophilus crocodyli","Bacteria"
"1540","ncbi","Desertifilum fontinale","Bacteria"
"1541","ncbi","Desertifilum salkalinema","Bacteria"
"1542","ncbi","Desmonostoc muscorum","Bacteria"
"1543","ncbi","Desnuesiella massiliensis","Bacteria"
"1544","ncbi","Desulfatimicrobium mahresensis","Bacteria"
"1545","ncbi","Desulfitobacterium dichloroeliminans","Bacteria"
"1546","ncbi","Desulfobacterium corrodens","Bacteria"
"1547","ncbi","Desulfobacterium zeppelinii","Bacteria"
"1548","ncbi","Desulfococcus oleovorans","Bacteria"
"1549","ncbi","Desulfotomaculum copahuensis","Bacteria"
"1550","ncbi","Desulfovibrio caledoniensis","Bacteria"
"1551","ncbi","Desulfovibrio cf.",NA
"1552","ncbi","Desulfovibrio ferrophilus","Bacteria"
"1553","ncbi","Desulfovibrio hontreensis","Bacteria"
"1554","ncbi","Desulfovibrio indicus","Bacteria"
"1555","ncbi","Desulfovibrio oryzae","Bacteria"
"1556","ncbi","Desulfovibrio singaporenus","Bacteria"
"1557","ncbi","Desulfurobacterium K6013","Bacteria"
"1558","ncbi","Desulfurococcaceae archaeon","Archaea"
"1559","ncbi","Desulfurococcales archaeon",NA
"1560","ncbi","Desulfuromonas soudanensis","Bacteria"
"1561","ncbi","Devosia ginsengisoli","Bacteria"
"1562","ncbi","Devosia hwasunensis","Bacteria"
"1563","ncbi","Devosia lucknowensis","Bacteria"
"1564","ncbi","Devosia nanyangense","Bacteria"
"1565","ncbi","Devosia terrae","Bacteria"
"1566","ncbi","Diabrotica virgifera","Eukaryota"
"1567","ncbi","Diachasma alloeum","Eukaryota"
"1568","ncbi","Dialister microaerophilus","Bacteria"
"1569","ncbi","Diaminobutyricimonas massiliensis","Bacteria"
"1570","ncbi","Diaphorobacter ruginosibacter","Bacteria"
"1571","ncbi","diazotroph str.",NA
"1572","ncbi","Dickeya phage",NA
"1573","ncbi","Dictyostelium deminutivum","Eukaryota"
"1574","ncbi","Dictyostelium polycarpum","Eukaryota"
"1575","ncbi","Dietzia dagingensis","Bacteria"
"1576","ncbi","Diplosphaera colitermitum","Bacteria"
"1577","ncbi","Dirofilaria immitis","Eukaryota"
"1578","ncbi","Dolichospermum akankoense","Bacteria"
"1579","ncbi","Dolichospermum cf.",NA
"1580","ncbi","Dolichospermum circinale","Bacteria"
"1581","ncbi","Dolichospermum compactum","Bacteria"
"1582","ncbi","Dolichospermum crassum","Bacteria"
"1583","ncbi","Dolichospermum curvum","Bacteria"
"1584","ncbi","Dolichospermum ellipsoides","Bacteria"
